source,target,relation
https://ontology.tesseract.academy/modip/object/92951a50-392e-3081-bb62-5cbbc5788d69,https://ontology.tesseract.academy/modip/object/9a081828-9b2a-3951-b22b-2e13e8b2aaca,P67_refers_to
https://ontology.tesseract.academy/modip/object/ae9b018a-7cdc-3290-820a-3b27a46ef6f4,https://ontology.tesseract.academy/modip/object/29730e7e-5bcc-3434-980f-9ca1ce8823db,P67_refers_to
https://ontology.tesseract.academy/modip/object/72647a09-e2ad-3130-9f7f-535d9606840c,https://ontology.tesseract.academy/modip/object/23ecde51-39f4-306f-ad8c-7cd7d0fcd0ab,P67_refers_to
https://ontology.tesseract.academy/modip/object/23515c53-df14-3447-8016-e05d4bf329b7,https://ontology.tesseract.academy/modip/object/23ecde51-39f4-306f-ad8c-7cd7d0fcd0ab,P67_refers_to
https://ontology.tesseract.academy/modip/object/29730e7e-5bcc-3434-980f-9ca1ce8823db,https://ontology.tesseract.academy/modip/object/ae9b018a-7cdc-3290-820a-3b27a46ef6f4,P67_refers_to
https://ontology.tesseract.academy/modip/object/43fa3d8e-a2c8-37c5-8c7d-9b8a46cf8e7a,https://ontology.tesseract.academy/modip/object/23ecde51-39f4-306f-ad8c-7cd7d0fcd0ab,P67_refers_to
https://ontology.tesseract.academy/modip/object/c6971b3b-f587-3e9f-8e24-d7de941667e9,https://ontology.tesseract.academy/modip/object/23ecde51-39f4-306f-ad8c-7cd7d0fcd0ab,P67_refers_to
https://ontology.tesseract.academy/modip/object/23ecde51-39f4-306f-ad8c-7cd7d0fcd0ab,https://ontology.tesseract.academy/modip/object/72647a09-e2ad-3130-9f7f-535d9606840c,P67_refers_to
https://ontology.tesseract.academy/modip/object/23ecde51-39f4-306f-ad8c-7cd7d0fcd0ab,https://ontology.tesseract.academy/modip/object/c6971b3b-f587-3e9f-8e24-d7de941667e9,P67_refers_to
https://ontology.tesseract.academy/modip/object/1900affc-d85c-3d41-ad56-11bcc7c02b5f,https://ontology.tesseract.academy/modip/object/2eb65d12-28b2-3fd7-90bf-35da0605411a,P67_refers_to
https://ontology.tesseract.academy/modip/object/787ff31d-f65f-3326-8d99-ce095d461df8,https://ontology.tesseract.academy/modip/object/2eb65d12-28b2-3fd7-90bf-35da0605411a,P67_refers_to
https://ontology.tesseract.academy/modip/object/11c28e94-eee8-3453-93ea-80323530cf83,https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,P67_refers_to
https://ontology.tesseract.academy/modip/object/11c28e94-eee8-3453-93ea-80323530cf83,https://ontology.tesseract.academy/modip/object/bdea50bb-504c-3b14-aa92-45429e2afdc2,P67_refers_to
https://ontology.tesseract.academy/modip/object/86d415cc-02cf-3f5c-b0a4-83916ce21112,https://ontology.tesseract.academy/modip/object/e9f8ddca-9087-3075-ab42-956089e5599d,P67_refers_to
https://ontology.tesseract.academy/modip/object/86d415cc-02cf-3f5c-b0a4-83916ce21112,https://ontology.tesseract.academy/modip/object/217e6d10-6a61-3cf3-9d26-b3a530fba709,P67_refers_to
https://ontology.tesseract.academy/modip/object/92ad972f-8acf-3859-aee6-82ef90313488,https://ontology.tesseract.academy/modip/object/e9f8ddca-9087-3075-ab42-956089e5599d,P67_refers_to
https://ontology.tesseract.academy/modip/object/92ad972f-8acf-3859-aee6-82ef90313488,https://ontology.tesseract.academy/modip/object/217e6d10-6a61-3cf3-9d26-b3a530fba709,P67_refers_to
https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,https://ontology.tesseract.academy/modip/object/e9f8ddca-9087-3075-ab42-956089e5599d,P67_refers_to
https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,https://ontology.tesseract.academy/modip/object/217e6d10-6a61-3cf3-9d26-b3a530fba709,P67_refers_to
https://ontology.tesseract.academy/modip/object/2f6ede73-3d5f-3b4f-bf4e-04f4ee861bd0,https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,P67_refers_to
https://ontology.tesseract.academy/modip/object/2f6ede73-3d5f-3b4f-bf4e-04f4ee861bd0,https://ontology.tesseract.academy/modip/object/92ad972f-8acf-3859-aee6-82ef90313488,P67_refers_to
https://ontology.tesseract.academy/modip/object/110d52bc-871e-3a2c-bbc1-112f3ada4c2f,https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,P67_refers_to
https://ontology.tesseract.academy/modip/object/110d52bc-871e-3a2c-bbc1-112f3ada4c2f,https://ontology.tesseract.academy/modip/object/92ad972f-8acf-3859-aee6-82ef90313488,P67_refers_to
https://ontology.tesseract.academy/modip/object/a21bab4e-c5a3-373a-88ad-a2951627f1c1,https://ontology.tesseract.academy/modip/object/76e60f70-bee9-30f6-b404-832588383d58,P67_refers_to
https://ontology.tesseract.academy/modip/object/a21bab4e-c5a3-373a-88ad-a2951627f1c1,https://ontology.tesseract.academy/modip/object/c3b664dc-851c-31f7-82af-f617daa53b67,P67_refers_to
https://ontology.tesseract.academy/modip/object/e9f8ddca-9087-3075-ab42-956089e5599d,https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,P67_refers_to
https://ontology.tesseract.academy/modip/object/e9f8ddca-9087-3075-ab42-956089e5599d,https://ontology.tesseract.academy/modip/object/92ad972f-8acf-3859-aee6-82ef90313488,P67_refers_to
https://ontology.tesseract.academy/modip/object/249ce060-5999-3447-8e58-26b75c099eaf,https://ontology.tesseract.academy/modip/object/ca5c2ec4-21dd-3ab9-8688-932bc768c04b,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/217e6d10-6a61-3cf3-9d26-b3a530fba709,https://ontology.tesseract.academy/modip/object/b76414b1-4941-31e9-9e64-f621a2d632bf,P67_refers_to
https://ontology.tesseract.academy/modip/object/217e6d10-6a61-3cf3-9d26-b3a530fba709,https://ontology.tesseract.academy/modip/object/92ad972f-8acf-3859-aee6-82ef90313488,P67_refers_to
https://ontology.tesseract.academy/modip/object/ca5c2ec4-21dd-3ab9-8688-932bc768c04b,https://ontology.tesseract.academy/modip/object/249ce060-5999-3447-8e58-26b75c099eaf,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,https://ontology.tesseract.academy/modip/object/ff30e718-26f0-33c4-be8f-5c2d26bfffee,P67_refers_to
https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,https://ontology.tesseract.academy/modip/object/f6675494-9acf-3b3c-8fc9-bbe2a76cf9e5,P67_refers_to
https://ontology.tesseract.academy/modip/object/8fceb09c-35f5-35f1-bbdc-91b9970f1abe,https://ontology.tesseract.academy/modip/object/0e8b0cff-00c9-39cf-b3ea-5630e38da6f0,P67_refers_to
https://ontology.tesseract.academy/modip/object/ff30e718-26f0-33c4-be8f-5c2d26bfffee,https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,P67_refers_to
https://ontology.tesseract.academy/modip/object/ff30e718-26f0-33c4-be8f-5c2d26bfffee,https://ontology.tesseract.academy/modip/object/f6675494-9acf-3b3c-8fc9-bbe2a76cf9e5,P67_refers_to
https://ontology.tesseract.academy/modip/object/f6675494-9acf-3b3c-8fc9-bbe2a76cf9e5,https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,P67_refers_to
https://ontology.tesseract.academy/modip/object/dfa2502e-6181-35f8-a93c-d5be5ecfbcfe,https://ontology.tesseract.academy/modip/object/90a84af5-3641-35e4-bea2-0e4bf51683ed,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/dfa2502e-6181-35f8-a93c-d5be5ecfbcfe,https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/dfa2502e-6181-35f8-a93c-d5be5ecfbcfe,https://ontology.tesseract.academy/modip/object/f6675494-9acf-3b3c-8fc9-bbe2a76cf9e5,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/53333b30-edb4-322a-9e47-463502ddc259,https://ontology.tesseract.academy/modip/object/e1762d69-ee5f-3672-a4c9-a442bb9b7ee2,P67_refers_to
https://ontology.tesseract.academy/modip/object/90a84af5-3641-35e4-bea2-0e4bf51683ed,https://ontology.tesseract.academy/modip/object/dfa2502e-6181-35f8-a93c-d5be5ecfbcfe,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/90a84af5-3641-35e4-bea2-0e4bf51683ed,https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/90a84af5-3641-35e4-bea2-0e4bf51683ed,https://ontology.tesseract.academy/modip/object/f6675494-9acf-3b3c-8fc9-bbe2a76cf9e5,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/c0d85f75-578d-3110-b608-98925e95e977,https://ontology.tesseract.academy/modip/object/dfa2502e-6181-35f8-a93c-d5be5ecfbcfe,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/c0d85f75-578d-3110-b608-98925e95e977,https://ontology.tesseract.academy/modip/object/b9337763-76a2-37c8-b824-419bcf3cae85,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/c0d85f75-578d-3110-b608-98925e95e977,https://ontology.tesseract.academy/modip/object/f6675494-9acf-3b3c-8fc9-bbe2a76cf9e5,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/50a4b496-24ae-3ed0-a5fb-354f36651953,https://ontology.tesseract.academy/modip/object/d04edb5f-58fd-3050-9fbd-50c2ea09d42a,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/4234a47d-35eb-33ab-b6ff-b1c9b9ea3a54,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P67_refers_to
https://ontology.tesseract.academy/modip/object/3d87d59e-476b-3d0f-8031-2efbdedbeffd,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/f49b50c8-56d0-3429-95d8-66bcac292038,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/6ea88db9-c996-3b76-a569-15df9b355eab,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/15d2b906-5318-3525-8b5c-fb3cdf39f14f,https://ontology.tesseract.academy/modip/object/d04edb5f-58fd-3050-9fbd-50c2ea09d42a,P67_refers_to
https://ontology.tesseract.academy/modip/object/e276355c-1fa6-307d-94b8-40983672ebee,https://ontology.tesseract.academy/modip/object/d04edb5f-58fd-3050-9fbd-50c2ea09d42a,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/32694800-d793-3d81-aca2-d08a83f559e2,https://ontology.tesseract.academy/modip/object/d04edb5f-58fd-3050-9fbd-50c2ea09d42a,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/f8d18be1-f5d5-3646-9c4d-b9ba3c9163fc,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/620e8e2f-bb6d-3018-8fb4-5057ce8ea988,https://ontology.tesseract.academy/modip/object/bcdcd173-c7a7-3388-be3b-1a12c9af1423,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/1343e377-853f-362c-b92e-f5c8d7ff0dd3,https://ontology.tesseract.academy/modip/object/43cf80de-ed95-3c7f-a4fa-0eb662723f2e,P67_refers_to
https://ontology.tesseract.academy/modip/object/cda30260-7576-3e73-8f29-d089c76851ba,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/3daff4b6-fff7-3a82-a922-8ddb5b9d015a,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/0917075e-cdb9-32fa-8b78-a10d8d895896,https://ontology.tesseract.academy/modip/object/7cb267b6-89d5-3a44-8504-b91995c9dd87,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/a44af9d3-95bc-3f7e-8891-38f614fd97f1,https://ontology.tesseract.academy/modip/object/1c659ded-9a9b-3419-ac05-43b9f93e1200,P67_refers_to
https://ontology.tesseract.academy/modip/object/b38c3dba-966b-33d6-84b1-d36065187a54,https://ontology.tesseract.academy/modip/object/9bf628fa-35d2-39b1-a11a-d03e5f92bd3a,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/1c10223c-f6ac-3dbb-b858-80fc023ba00a,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/ef64bcaf-5d5d-3a9e-b23c-0eecb0cb6790,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/05fe852b-ecaf-3ccd-8794-056bd2cc813a,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/2c2319d3-6936-37d0-a4ed-f2800258a8b3,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/a097fa88-a017-3d81-a565-49916920064a,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/138a6fe7-b6c5-3052-8707-568f232bdecd,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/dea039ca-e36e-3015-8d23-1e535e476a1a,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/8bc25876-7171-333d-8787-5d7263b65ed8,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/1e82eee6-ecd7-3371-9095-53348ee987c0,https://ontology.tesseract.academy/modip/object/7b7368a9-1c19-313b-80a6-fd345a36bc87,P67_refers_to
https://ontology.tesseract.academy/modip/object/99621752-6906-3c8b-9572-c688b424320f,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/4d462980-7aa0-3eb1-ae8d-f6adbf55bafd,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/d971d27e-5eef-39d6-b484-225f24575695,https://ontology.tesseract.academy/modip/object/0cf35dd2-8179-3765-8355-2c6ebf5ea6a5,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/7b7368a9-1c19-313b-80a6-fd345a36bc87,https://ontology.tesseract.academy/modip/object/1e82eee6-ecd7-3371-9095-53348ee987c0,P67_refers_to
https://ontology.tesseract.academy/modip/object/d6ddb969-a3a3-391d-abf5-1fcd5a4fcfa1,https://ontology.tesseract.academy/modip/object/171d8654-7411-3f64-b848-7d16cc180c09,P67_refers_to
https://ontology.tesseract.academy/modip/object/e100187b-a596-30f9-b926-04da283247a6,https://ontology.tesseract.academy/modip/object/1e82eee6-ecd7-3371-9095-53348ee987c0,P67_refers_to
https://ontology.tesseract.academy/modip/object/0cf35dd2-8179-3765-8355-2c6ebf5ea6a5,https://ontology.tesseract.academy/modip/object/d971d27e-5eef-39d6-b484-225f24575695,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/1f31e30a-675c-3473-a3b1-3cc2a9a8a6f6,https://ontology.tesseract.academy/modip/object/7ea71fc3-583d-387a-8963-eeae2b6b9c7c,P67_refers_to
https://ontology.tesseract.academy/modip/object/7ea71fc3-583d-387a-8963-eeae2b6b9c7c,https://ontology.tesseract.academy/modip/object/1f31e30a-675c-3473-a3b1-3cc2a9a8a6f6,P67_refers_to
https://ontology.tesseract.academy/modip/object/0f325023-67bd-3adc-9222-b244d0ec2c9d,https://ontology.tesseract.academy/modip/object/9576683b-3e7f-39d1-be81-e48500638b0b,P67_refers_to
https://ontology.tesseract.academy/modip/object/6ce7163f-99e7-39e1-90e3-08ab26fbce01,https://ontology.tesseract.academy/modip/object/e94f641a-1f85-39d5-91c9-ab1e0c7af7b7,P67_refers_to
https://ontology.tesseract.academy/modip/object/66f9e81a-747e-30af-935e-dd335fc71d62,https://ontology.tesseract.academy/modip/object/b36c1307-71e8-3b8b-97e3-802a876f681d,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/b36c1307-71e8-3b8b-97e3-802a876f681d,https://ontology.tesseract.academy/modip/object/66f9e81a-747e-30af-935e-dd335fc71d62,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/129d454e-c02d-3922-bab1-ad0e12a4ca58,https://ontology.tesseract.academy/modip/object/a64e0000-15a5-324f-b16a-a0d487dbdd2c,P67_refers_to
https://ontology.tesseract.academy/modip/object/0cc93308-cb08-34b4-9c3c-6ce39351805c,https://ontology.tesseract.academy/modip/object/e83bd606-cce2-3fca-a5c6-65f0aff699e5,P67_refers_to
https://ontology.tesseract.academy/modip/object/ba6a1794-3a82-3de4-b62b-2db6baab19a3,https://ontology.tesseract.academy/modip/object/304ea190-d171-342d-b9cc-d83a2b716a6f,P67_refers_to
https://ontology.tesseract.academy/modip/object/304ea190-d171-342d-b9cc-d83a2b716a6f,https://ontology.tesseract.academy/modip/object/ba6a1794-3a82-3de4-b62b-2db6baab19a3,P67_refers_to
https://ontology.tesseract.academy/modip/object/ae188861-3c88-3761-ae74-8d97d0fe1666,https://ontology.tesseract.academy/modip/object/a64e0000-15a5-324f-b16a-a0d487dbdd2c,P67_refers_to
https://ontology.tesseract.academy/modip/object/88c919dd-e502-393c-8365-71c93677395d,https://ontology.tesseract.academy/modip/object/f8cf5870-dab4-3207-bf42-a4ab4c7810fe,P67_refers_to
https://ontology.tesseract.academy/modip/object/26de6de3-aa34-311d-990c-d35c025aea4c,https://ontology.tesseract.academy/modip/object/a64e0000-15a5-324f-b16a-a0d487dbdd2c,P67_refers_to
https://ontology.tesseract.academy/modip/object/072e1a85-0ab5-3d63-85d4-90bb312f221f,https://ontology.tesseract.academy/modip/object/a64e0000-15a5-324f-b16a-a0d487dbdd2c,P67_refers_to
https://ontology.tesseract.academy/modip/object/072e1a85-0ab5-3d63-85d4-90bb312f221f,https://ontology.tesseract.academy/modip/object/ae188861-3c88-3761-ae74-8d97d0fe1666,P67_refers_to
https://ontology.tesseract.academy/modip/object/b1fbb77a-f407-38fc-b157-a702144ed37b,https://ontology.tesseract.academy/modip/object/93befd0a-722c-3c90-b5f9-bee81fa40c8f,P67_refers_to
https://ontology.tesseract.academy/modip/object/ecd89aae-2871-3ba5-a32f-07ed0f491154,https://ontology.tesseract.academy/modip/object/4ae35136-25b8-3e52-b006-71919a9c08f8,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/cb410a2b-3718-32e1-a6b9-07b2ac89b940,https://ontology.tesseract.academy/modip/object/6bd64ea0-40ec-3393-8389-123c0a932e24,P67_refers_to
https://ontology.tesseract.academy/modip/object/cb410a2b-3718-32e1-a6b9-07b2ac89b940,https://ontology.tesseract.academy/modip/object/b2e00918-98fc-39b6-b6db-3c162845ed84,P67_refers_to
https://ontology.tesseract.academy/modip/object/cb410a2b-3718-32e1-a6b9-07b2ac89b940,https://ontology.tesseract.academy/modip/object/c730dad1-165d-3b15-ae30-1f8a18bfda5b,P67_refers_to
https://ontology.tesseract.academy/modip/object/3df7339a-9f39-3ff4-a15e-97772d473231,https://ontology.tesseract.academy/modip/object/ed1de38b-bb6c-33bb-9581-6ac993f4107b,P67_refers_to
https://ontology.tesseract.academy/modip/object/ed1de38b-bb6c-33bb-9581-6ac993f4107b,https://ontology.tesseract.academy/modip/object/3df7339a-9f39-3ff4-a15e-97772d473231,P67_refers_to
https://ontology.tesseract.academy/modip/object/378e9232-eb92-3fb3-a1fc-35404ed6e04f,https://ontology.tesseract.academy/modip/object/0bcf5a9d-533c-3ab7-a440-035ff5ddec15,P67_refers_to
https://ontology.tesseract.academy/modip/object/5aa0800b-efa7-3fcf-88ab-4fbd5d232cdf,https://ontology.tesseract.academy/modip/object/8f56f640-d69d-3f39-85f3-067124312833,P67_refers_to
https://ontology.tesseract.academy/modip/object/5aa0800b-efa7-3fcf-88ab-4fbd5d232cdf,https://ontology.tesseract.academy/modip/object/765ae6bd-6f6e-3599-ba87-84ff38c4823e,P67_refers_to
https://ontology.tesseract.academy/modip/object/d4c15cc4-04f4-3fa0-b165-163fd553c573,https://ontology.tesseract.academy/modip/object/69310667-8ff7-3fa3-81cb-3f200f1af404,P67_refers_to
https://ontology.tesseract.academy/modip/object/163db8f2-acfb-355d-b029-ff36c803e6a1,https://ontology.tesseract.academy/modip/object/c600c123-439b-3ab8-9e45-3b2436d9dc22,P67_refers_to
https://ontology.tesseract.academy/modip/object/765ae6bd-6f6e-3599-ba87-84ff38c4823e,https://ontology.tesseract.academy/modip/object/8f56f640-d69d-3f39-85f3-067124312833,P67_refers_to
https://ontology.tesseract.academy/modip/object/765ae6bd-6f6e-3599-ba87-84ff38c4823e,https://ontology.tesseract.academy/modip/object/5aa0800b-efa7-3fcf-88ab-4fbd5d232cdf,P67_refers_to
https://ontology.tesseract.academy/modip/object/8f56f640-d69d-3f39-85f3-067124312833,https://ontology.tesseract.academy/modip/object/765ae6bd-6f6e-3599-ba87-84ff38c4823e,P67_refers_to
https://ontology.tesseract.academy/modip/object/8f56f640-d69d-3f39-85f3-067124312833,https://ontology.tesseract.academy/modip/object/5aa0800b-efa7-3fcf-88ab-4fbd5d232cdf,P67_refers_to
https://ontology.tesseract.academy/modip/object/b2f69e21-46d1-3ab4-b405-b118bbcad64e,https://ontology.tesseract.academy/modip/object/654e6eb2-1921-3c12-9e62-43e47b1b8754,P67_refers_to
https://ontology.tesseract.academy/modip/object/7f096ce9-314f-3ac6-8f91-51e48913006c,https://ontology.tesseract.academy/modip/object/308f54d5-7d0e-3c57-a3da-8ae14b8e5fb6,P67_refers_to
https://ontology.tesseract.academy/modip/object/0f2a7053-8378-3ac7-9bba-8e3b1f3157e6,https://ontology.tesseract.academy/modip/object/cfc3935e-9372-3cc7-a662-70a58e5c25a8,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/a28537a0-ce6e-3647-9d0e-3ef84c237860,https://ontology.tesseract.academy/modip/object/654e6eb2-1921-3c12-9e62-43e47b1b8754,P67_refers_to
https://ontology.tesseract.academy/modip/object/cfc3935e-9372-3cc7-a662-70a58e5c25a8,https://ontology.tesseract.academy/modip/object/f27ca542-30f6-3f42-8292-028581f17cc4,P67_refers_to
https://ontology.tesseract.academy/modip/object/84444898-07fc-3134-9f01-a122ab8ddde4,https://ontology.tesseract.academy/modip/object/0f799ae9-205d-329e-bda4-3faaf86300e5,P67_refers_to
https://ontology.tesseract.academy/modip/object/abc6df76-81de-3c99-91de-54879f57bf0e,https://ontology.tesseract.academy/modip/object/80bbc1d8-3004-3e37-adb5-59355a53735d,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/80bbc1d8-3004-3e37-adb5-59355a53735d,https://ontology.tesseract.academy/modip/object/abc6df76-81de-3c99-91de-54879f57bf0e,P67_refers_to
https://ontology.tesseract.academy/modip/object/d46fb941-0250-33b1-a4be-da23e2a0ec9a,https://ontology.tesseract.academy/modip/object/c63832dc-3ca8-3451-ae7b-41776b38a258,P67_refers_to
https://ontology.tesseract.academy/modip/object/cde55892-0fec-377f-a1d8-e9fc3410f455,https://ontology.tesseract.academy/modip/object/7a21151d-98fe-3cb1-ae71-e159ff85003f,P67_refers_to
https://ontology.tesseract.academy/modip/object/6547bc96-cbe2-3942-b0c0-f31e2627a995,https://ontology.tesseract.academy/modip/object/6ef68e87-8850-3e0c-85c7-e5cc93b615d9,P67_refers_to
https://ontology.tesseract.academy/modip/object/3de169f2-8d22-3221-883d-3affd9b44fe1,https://ontology.tesseract.academy/modip/object/fca58600-1d1c-3cf7-9ec1-ba13eaf11ac4,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/2ba74108-b283-32c8-8648-73fc2a165ec4,https://ontology.tesseract.academy/modip/object/b89131ef-3cd8-356a-9e35-fc6cadc1dc85,P67_refers_to
https://ontology.tesseract.academy/modip/object/2fe91668-2755-3cd4-b6dd-1fc5a9519faa,https://ontology.tesseract.academy/modip/object/f38f2d15-71f4-33b0-8bbb-57300d68ec67,P67_refers_to
https://ontology.tesseract.academy/modip/object/f38f2d15-71f4-33b0-8bbb-57300d68ec67,https://ontology.tesseract.academy/modip/object/2fe91668-2755-3cd4-b6dd-1fc5a9519faa,P67_refers_to
https://ontology.tesseract.academy/modip/object/61a99624-783d-3758-bbf4-318d2143d53b,https://ontology.tesseract.academy/modip/object/45929abb-b025-3562-a031-b344a3190915,P130_shows_features_of
https://ontology.tesseract.academy/modip/object/35c62ff3-c1f7-3b81-b679-218a6edce920,https://ontology.tesseract.academy/modip/object/ca536f00-daa6-34bf-9a40-d0d77e2d3ae5,P67_refers_to
https://ontology.tesseract.academy/modip/object/ca536f00-daa6-34bf-9a40-d0d77e2d3ae5,https://ontology.tesseract.academy/modip/object/35c62ff3-c1f7-3b81-b679-218a6edce920,P67_refers_to
https://ontology.tesseract.academy/modip/object/6087a6b5-bade-3734-a879-279c3602adc6,https://ontology.tesseract.academy/modip/object/9005ad8c-2a7f-39c0-a2d4-c236b60c9dc8,P67_refers_to
https://ontology.tesseract.academy/modip/object/12e26af3-f3a6-319d-a4cf-2e38a01969d7,https://ontology.tesseract.academy/modip/object/7e3ced53-1ac4-3455-8c5c-3fb715c58995,P67_refers_to
https://ontology.tesseract.academy/modip/object/06da8547-2b10-3ed8-b100-1313e4939dcc,https://ontology.tesseract.academy/modip/object/9005ad8c-2a7f-39c0-a2d4-c236b60c9dc8,P67_refers_to
https://ontology.tesseract.academy/modip/object/06da8547-2b10-3ed8-b100-1313e4939dcc,https://ontology.tesseract.academy/modip/object/6087a6b5-bade-3734-a879-279c3602adc6,P67_refers_to
https://ontology.tesseract.academy/modip/object/d02ac432-68e3-35de-be9e-3a9387283a70,https://ontology.tesseract.academy/modip/object/7b0f9bae-e6a5-31af-a64d-3cdf11d713b3,P67_refers_to
https://ontology.tesseract.academy/modip/object/c0fa1038-ebb9-377d-9aa0-268ff835d101,https://ontology.tesseract.academy/modip/object/8b8c81e0-63ad-36e7-b61c-7fcb3becf2f2,P67_refers_to
https://ontology.tesseract.academy/modip/object/8b8c81e0-63ad-36e7-b61c-7fcb3becf2f2,https://ontology.tesseract.academy/modip/object/c0fa1038-ebb9-377d-9aa0-268ff835d101,P67_refers_to
https://ontology.tesseract.academy/modip/object/27621ab2-2493-3045-90b6-b37494023f1a,https://ontology.tesseract.academy/modip/object/fe212569-6e45-3b10-b37e-3e56658c9b25,P67_refers_to
https://ontology.tesseract.academy/modip/object/e4a51207-254e-3a9c-891e-ec1775c35e97,https://ontology.tesseract.academy/modip/object/c0fa1038-ebb9-377d-9aa0-268ff835d101,P67_refers_to
https://ontology.tesseract.academy/modip/object/3aa46996-57d8-3a4f-b825-7acb02fb61dd,https://ontology.tesseract.academy/modip/object/5b80269b-d9fd-376b-b58b-7ee065581d92,P67_refers_to
https://ontology.tesseract.academy/modip/object/5b01618d-bc66-303e-827c-f12d3f625280,https://ontology.tesseract.academy/modip/object/50017c67-2f75-3e64-a00d-326e595d9b5c,P130_shows_features_of
